protein_A,protein_B,string_id_A,string_id_B,score,nscore,escore,dscore,tscore
CX3CL1,CCL28,9606.ENSP00000006053,9606.ENSP00000354416,0.562,0.0,0.0,0.5,0.154
CX3CL1,IL3,9606.ENSP00000006053,9606.ENSP00000296870,0.57,0.0,0.0,0.0,0.57
CX3CL1,IL9,9606.ENSP00000006053,9606.ENSP00000274520,0.571,0.0,0.0,0.0,0.571
CX3CL1,XCL1,9606.ENSP00000006053,9606.ENSP00000356792,0.591,0.0,0.0,0.0,0.591
CX3CL1,IL5,9606.ENSP00000006053,9606.ENSP00000231454,0.618,0.0,0.0,0.0,0.615
CX3CL1,IL13,9606.ENSP00000006053,9606.ENSP00000304915,0.641,0.0,0.0,0.0,0.641
CX3CL1,CCR4,9606.ENSP00000006053,9606.ENSP00000332659,0.665,0.0,0.0,0.65,0.084
CX3CL1,CCL26,9606.ENSP00000006053,9606.ENSP00000378365,0.73,0.0,0.0,0.0,0.727
CX3CL1,CXCL6,9606.ENSP00000006053,9606.ENSP00000226317,0.737,0.0,0.0,0.5,0.492
CX3CL1,CCL13,9606.ENSP00000006053,9606.ENSP00000225844,0.749,0.0,0.0,0.5,0.509
CX3CL1,CCL27,9606.ENSP00000006053,9606.ENSP00000259631,0.756,0.0,0.0,0.5,0.533
CX3CL1,CCL25,9606.ENSP00000006053,9606.ENSP00000375086,0.768,0.0,0.0,0.5,0.555
CX3CL1,IL4,9606.ENSP00000006053,9606.ENSP00000231449,0.78,0.0,0.0,0.0,0.77
CX3CL1,CCR10,9606.ENSP00000006053,9606.ENSP00000332504,0.785,0.0,0.0,0.65,0.386
CX3CL1,CXCL3,9606.ENSP00000006053,9606.ENSP00000296026,0.795,0.0,0.0,0.5,0.603
CX3CL1,CXCL2,9606.ENSP00000006053,9606.ENSP00000427279,0.798,0.0,0.0,0.5,0.603
CX3CL1,CXCL5,9606.ENSP00000006053,9606.ENSP00000296027,0.801,0.0,0.0,0.5,0.619
CX3CL1,CCR8,9606.ENSP00000006053,9606.ENSP00000326432,0.846,0.0,0.0,0.65,0.578
CX3CL1,CCL17,9606.ENSP00000006053,9606.ENSP00000219244,0.856,0.0,0.0,0.0,0.847
CX3CL1,CXCL11,9606.ENSP00000006053,9606.ENSP00000306884,0.859,0.0,0.0,0.5,0.714
CX3CL1,CCL1,9606.ENSP00000006053,9606.ENSP00000225842,0.866,0.0,0.0,0.5,0.743
CX3CL1,CCL22,9606.ENSP00000006053,9606.ENSP00000219235,0.878,0.0,0.0,0.0,0.876
CX3CL1,CCR6,9606.ENSP00000006053,9606.ENSP00000343952,0.885,0.0,0.0,0.65,0.686
CX3CL1,CXCL16,9606.ENSP00000006053,9606.ENSP00000293778,0.914,0.0,0.0,0.5,0.833
CX3CL1,CXCL9,9606.ENSP00000006053,9606.ENSP00000354901,0.926,0.0,0.0,0.5,0.846
CX3CL1,CCR3,9606.ENSP00000006053,9606.ENSP00000441600,0.93,0.0,0.0,0.65,0.81
CX3CL1,CXCR6,9606.ENSP00000006053,9606.ENSP00000395704,0.939,0.0,0.0,0.65,0.835
CX3CL1,CCL5,9606.ENSP00000006053,9606.ENSP00000474412,0.971,0.0,0.0,0.5,0.942
CX3CL1,CXCR3,9606.ENSP00000006053,9606.ENSP00000362795,0.99,0.0,0.0,0.65,0.975
CX3CL1,CCL11,9606.ENSP00000006053,9606.ENSP00000302234,0.992,0.0,0.0,0.0,0.992
CCL22,CXCL6,9606.ENSP00000219235,9606.ENSP00000226317,0.492,0.0,0.0,0.0,0.458
CCL22,CCL18,9606.ENSP00000219235,9606.ENSP00000479955,0.496,0.0,0.0,0.0,0.458
CCL22,XCL1,9606.ENSP00000219235,9606.ENSP00000356792,0.525,0.0,0.0,0.0,0.516
CCL22,IL3,9606.ENSP00000219235,9606.ENSP00000296870,0.544,0.0,0.0,0.0,0.526
CCL22,CXCL16,9606.ENSP00000219235,9606.ENSP00000293778,0.578,0.0,0.0,0.0,0.573
CCL22,CXCL14,9606.ENSP00000219235,9606.ENSP00000337065,0.621,0.0,0.0,0.0,0.621
CCL22,CCL27,9606.ENSP00000219235,9606.ENSP00000259631,0.664,0.0,0.0,0.0,0.664
CCL22,CXCL3,9606.ENSP00000219235,9606.ENSP00000296026,0.713,0.0,0.0,0.0,0.704
CCL22,CCL25,9606.ENSP00000219235,9606.ENSP00000375086,0.727,0.0,0.0,0.0,0.727
CCL22,CXCL11,9606.ENSP00000219235,9606.ENSP00000306884,0.735,0.0,0.0,0.0,0.686
CCL22,CXCR6,9606.ENSP00000219235,9606.ENSP00000395704,0.84,0.0,0.0,0.65,0.551
CCL22,CXCL9,9606.ENSP00000219235,9606.ENSP00000354901,0.843,0.0,0.0,0.0,0.81
CCL22,CXCL2,9606.ENSP00000219235,9606.ENSP00000427279,0.849,0.0,0.0,0.4,0.751
CCL22,CXCL5,9606.ENSP00000219235,9606.ENSP00000296027,0.874,0.0,0.0,0.0,0.868
CCL22,CCL5,9606.ENSP00000219235,9606.ENSP00000474412,0.926,0.0,0.0,0.9,0.246
CCL22,CCR6,9606.ENSP00000219235,9606.ENSP00000343952,0.937,0.0,0.0,0.65,0.823
CCL22,CXCR3,9606.ENSP00000219235,9606.ENSP00000362795,0.941,0.0,0.0,0.65,0.836
CCL22,CCR10,9606.ENSP00000219235,9606.ENSP00000332504,0.965,0.0,0.0,0.65,0.904
CCL22,CCL14,9606.ENSP00000219235,9606.ENSP00000479097,0.994,0.0,0.994,0.0,0.155
CCL22,CCR8,9606.ENSP00000219235,9606.ENSP00000326432,0.995,0.0,0.0,0.65,0.987
CCL22,PF4V1,9606.ENSP00000219235,9606.ENSP00000226524,0.995,0.0,0.994,0.0,0.208
CCL22,CCR3,9606.ENSP00000219235,9606.ENSP00000441600,0.995,0.0,0.0,0.65,0.986
CCL22,CCR4,9606.ENSP00000219235,9606.ENSP00000332659,0.997,0.0,0.287,0.9,0.966
CCL17,CXCL6,9606.ENSP00000219244,9606.ENSP00000226317,0.469,0.0,0.0,0.0,0.453
CCL17,XCL1,9606.ENSP00000219244,9606.ENSP00000356792,0.539,0.0,0.0,0.0,0.525
CCL17,CCL18,9606.ENSP00000219244,9606.ENSP00000479955,0.543,0.0,0.0,0.0,0.466
CCL17,IL3,9606.ENSP00000219244,9606.ENSP00000296870,0.552,0.0,0.0,0.0,0.499
CCL17,CCL13,9606.ENSP00000219244,9606.ENSP00000225844,0.568,0.0,0.0,0.0,0.488
CCL17,CXCL16,9606.ENSP00000219244,9606.ENSP00000293778,0.584,0.0,0.0,0.0,0.581
CCL17,CXCL3,9606.ENSP00000219244,9606.ENSP00000296026,0.714,0.0,0.0,0.0,0.706
CCL17,CXCL2,9606.ENSP00000219244,9606.ENSP00000427279,0.743,0.0,0.0,0.0,0.736
CCL17,CXCL11,9606.ENSP00000219244,9606.ENSP00000306884,0.758,0.0,0.0,0.0,0.709
CCL17,CXCL9,9606.ENSP00000219244,9606.ENSP00000354901,0.791,0.0,0.0,0.0,0.735
CCL17,CCL27,9606.ENSP00000219244,9606.ENSP00000259631,0.824,0.0,0.0,0.0,0.824
CCL17,CXCR6,9606.ENSP00000219244,9606.ENSP00000395704,0.828,0.0,0.0,0.65,0.508
CCL17,CXCL5,9606.ENSP00000219244,9606.ENSP00000296027,0.875,0.0,0.0,0.0,0.869
CCL17,CXCR3,9606.ENSP00000219244,9606.ENSP00000362795,0.956,0.0,0.0,0.65,0.877
CCL17,CCR6,9606.ENSP00000219244,9606.ENSP00000343952,0.964,0.0,0.0,0.65,0.9
CCL17,CCR3,9606.ENSP00000219244,9606.ENSP00000441600,0.986,0.0,0.0,0.65,0.96
CCL17,CCR10,9606.ENSP00000219244,9606.ENSP00000332504,0.992,0.0,0.0,0.65,0.978
CCL17,CCL28,9606.ENSP00000219244,9606.ENSP00000354416,0.995,0.0,0.994,0.0,0.209
CCL17,CCR4,9606.ENSP00000219244,9606.ENSP00000332659,0.996,0.0,0.541,0.9,0.936
CCL17,CXCL14,9606.ENSP00000219244,9606.ENSP00000337065,0.996,0.0,0.994,0.0,0.436
CCL17,CCL25,9606.ENSP00000219244,9606.ENSP00000375086,0.998,0.0,0.994,0.0,0.772
CCL17,CCR8,9606.ENSP00000219244,9606.ENSP00000326432,0.998,0.0,0.287,0.65,0.992
CCL17,CCL5,9606.ENSP00000219244,9606.ENSP00000474412,0.999,0.0,0.994,0.9,0.606
CLC,SIGLEC8,9606.ENSP00000221804,9606.ENSP00000321077,0.492,0.0,0.048,0.0,0.431
CLC,PRG2,9606.ENSP00000221804,9606.ENSP00000312134,0.534,0.0,0.045,0.0,0.48
CLC,PTGDR2,9606.ENSP00000221804,9606.ENSP00000332812,0.561,0.0,0.0,0.0,0.365
CLC,EPX,9606.ENSP00000221804,9606.ENSP00000225371,0.61,0.0,0.0,0.0,0.571
CLC,IL5RA,9606.ENSP00000221804,9606.ENSP00000412209,0.64,0.0,0.0,0.0,0.372
CLC,RNASE3,9606.ENSP00000221804,9606.ENSP00000302324,0.708,0.0,0.0,0.0,0.57
CLC,RNASE2,9606.ENSP00000221804,9606.ENSP00000303276,0.758,0.0,0.0,0.0,0.581
CLC,CCR3,9606.ENSP00000221804,9606.ENSP00000441600,0.765,0.0,0.0,0.0,0.25
EPX,CCL5,9606.ENSP00000225371,9606.ENSP00000474412,0.438,0.0,0.0,0.0,0.421
EPX,IL3,9606.ENSP00000225371,9606.ENSP00000296870,0.52,0.0,0.0,0.0,0.519
EPX,CCR3,9606.ENSP00000225371,9606.ENSP00000441600,0.607,0.0,0.0,0.0,0.599
EPX,PRG3,9606.ENSP00000225371,9606.ENSP00000287143,0.769,0.0,0.0,0.0,0.389
EPX,PRG2,9606.ENSP00000225371,9606.ENSP00000312134,0.838,0.0,0.0,0.0,0.715
EPX,RNASE2,9606.ENSP00000225371,9606.ENSP00000303276,0.999,0.0,0.0,0.0,0.999
CCL1,CXCL14,9606.ENSP00000225842,9606.ENSP00000337065,0.414,0.0,0.0,0.0,0.415
CCL1,IL3,9606.ENSP00000225842,9606.ENSP00000296870,0.519,0.0,0.0,0.0,0.415
CCL1,CCL28,9606.ENSP00000225842,9606.ENSP00000354416,0.591,0.0,0.0,0.5,0.216
CCL1,CCL18,9606.ENSP00000225842,9606.ENSP00000479955,0.609,0.0,0.0,0.0,0.583
CCL1,XCL1,9606.ENSP00000225842,9606.ENSP00000356792,0.627,0.0,0.0,0.0,0.593
CCL1,CCR4,9606.ENSP00000225842,9606.ENSP00000332659,0.699,0.0,0.0,0.65,0.163
CCL1,CXCL6,9606.ENSP00000225842,9606.ENSP00000226317,0.703,0.0,0.0,0.5,0.423
CCL1,PF4V1,9606.ENSP00000225842,9606.ENSP00000226524,0.707,0.0,0.0,0.0,0.707
CCL1,CCL13,9606.ENSP00000225842,9606.ENSP00000225844,0.722,0.0,0.0,0.5,0.414
CCL1,CXCL3,9606.ENSP00000225842,9606.ENSP00000296026,0.739,0.0,0.0,0.5,0.478
CCL1,CCL15,9606.ENSP00000225842,9606.ENSP00000484078,0.752,0.0,0.0,0.0,0.752
CCL1,CXCL16,9606.ENSP00000225842,9606.ENSP00000293778,0.776,0.0,0.0,0.5,0.571
CCL1,CCL27,9606.ENSP00000225842,9606.ENSP00000259631,0.801,0.0,0.0,0.5,0.62
CCL1,CXCL5,9606.ENSP00000225842,9606.ENSP00000296027,0.803,0.0,0.0,0.5,0.595
CCL1,CCL25,9606.ENSP00000225842,9606.ENSP00000375086,0.807,0.0,0.0,0.5,0.624
CCL1,CXCR6,9606.ENSP00000225842,9606.ENSP00000395704,0.851,0.0,0.0,0.65,0.592
CCL1,CXCL2,9606.ENSP00000225842,9606.ENSP00000427279,0.858,0.0,0.0,0.5,0.722
CCL1,CXCR3,9606.ENSP00000225842,9606.ENSP00000362795,0.868,0.0,0.0,0.65,0.637
CCL1,CXCL9,9606.ENSP00000225842,9606.ENSP00000354901,0.872,0.0,0.0,0.5,0.751
CCL1,CCR10,9606.ENSP00000225842,9606.ENSP00000332504,0.91,0.0,0.0,0.65,0.735
CCL1,CCR3,9606.ENSP00000225842,9606.ENSP00000441600,0.926,0.0,0.059,0.65,0.781
CCL1,CCR6,9606.ENSP00000225842,9606.ENSP00000343952,0.942,0.0,0.0,0.65,0.841
CCL1,CCL5,9606.ENSP00000225842,9606.ENSP00000474412,0.945,0.0,0.0,0.5,0.894
CCL1,CXCL11,9606.ENSP00000225842,9606.ENSP00000306884,0.998,0.0,0.994,0.5,0.624
CCL1,CCR8,9606.ENSP00000225842,9606.ENSP00000326432,0.999,0.0,0.3,0.9,0.997
CCL13,IL31,9606.ENSP00000225844,9606.ENSP00000366234,0.418,0.0,0.0,0.0,0.419
CCL13,TSLP,9606.ENSP00000225844,9606.ENSP00000339804,0.426,0.0,0.0,0.0,0.4
CCL13,IL3,9606.ENSP00000225844,9606.ENSP00000296870,0.445,0.0,0.0,0.0,0.39
CCL13,CCL15,9606.ENSP00000225844,9606.ENSP00000484078,0.501,0.0,0.0,0.0,0.497
CCL13,IL4,9606.ENSP00000225844,9606.ENSP00000231449,0.573,0.0,0.0,0.0,0.542
CCL13,IL5,9606.ENSP00000225844,9606.ENSP00000231454,0.584,0.0,0.0,0.0,0.551
CCL13,IL9,9606.ENSP00000225844,9606.ENSP00000274520,0.59,0.0,0.0,0.0,0.557
CCL13,IL13,9606.ENSP00000225844,9606.ENSP00000304915,0.61,0.0,0.0,0.0,0.589
CCL13,CCL18,9606.ENSP00000225844,9606.ENSP00000479955,0.626,0.0,0.0,0.0,0.268
CCL13,CCR4,9606.ENSP00000225844,9606.ENSP00000332659,0.678,0.0,0.0,0.65,0.099
CCL13,CXCL16,9606.ENSP00000225844,9606.ENSP00000293778,0.751,0.0,0.0,0.5,0.511
CCL13,CCR10,9606.ENSP00000225844,9606.ENSP00000332504,0.755,0.0,0.0,0.65,0.277
CCL13,CXCR6,9606.ENSP00000225844,9606.ENSP00000395704,0.761,0.0,0.0,0.65,0.272
CCL13,CCR6,9606.ENSP00000225844,9606.ENSP00000343952,0.764,0.0,0.0,0.65,0.35
CCL13,CXCL2,9606.ENSP00000225844,9606.ENSP00000427279,0.767,0.0,0.0,0.5,0.526
CCL13,CCL27,9606.ENSP00000225844,9606.ENSP00000259631,0.792,0.0,0.0,0.5,0.6
